IDXCode,Company_Name,symbol,shortName,longName,original_index,reference_riskLevel,predicted_riskLevel,predicted_riskLevel_encoded,proba_High Risk,proba_Low Risk,proba_Medium Risk,max_proba,margin,entropy_norm,is_uncertain_max_proba,is_uncertain_margin,is_uncertain_entropy,is_uncertain
M576.JK,Company M576in Real Estate Services,MTLA.JK,Metropolitan Land Tbk.,PT Metropolitan Land Tbk,575,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
M583.JK,Company M583in Packaged Foods,MYOR.JK,Mayora Indah Tbk,PT Mayora Indah Tbk,582,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
N591.JK,Company N591in Other Industrial Metals & Mining,NCKL.JK,Trimegah Bangun Persada Tbk.,PT Trimegah Bangun Persada Tbk,590,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
P651.JK,Company P651in Farm Products,PNGO.JK,Pinago Utama Tbk.,PT PINAGO UTAMA Tbk,650,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
R699.JK,Company R699in Real Estate Services,RDTX.JK,Roda Vivatex Tbk,PT Roda Vivatex Tbk,698,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
T803.JK,Company T803in Infrastructure Operations,TEBE.JK,Dana Brata Luhur Tbk.,PT Dana Brata Luhur Tbk,802,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
T811.JK,Company T811in Other Industrial Metals & Mining,TINS.JK,Timah Tbk.,PT TIMAH Tbk,810,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
T816.JK,Company T816in Telecom Services,TLKM.JK,Telkom Indonesia (Persero) Tbk.,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,815,High Risk,High Risk,0,0.9143243,0.04000179,0.045673877,0.9143243,0.86865044,0.32005380344019824,False,False,False,False
E281.JK,Company E281in Information Technology Services,ELIT.JK,Data Sinergitama Jaya Tbk.,PT Data Sinergitama Jaya Tbk,280,High Risk,High Risk,0,0.9123167,0.040939126,0.046744123,0.9123167,0.8655726,0.32561974400745525,False,False,False,False
S777.JK,Company S777in Engineering & Construction,SSIA.JK,Surya Semesta Internusa Tbk,PT Surya Semesta Internusa Tbk,776,High Risk,High Risk,0,0.9037592,0.05047229,0.04576849,0.9037592,0.85328686,0.3489290987261218,False,False,False,False
B147.JK,Company B147in Electronics & Computer Distribution,BLUE.JK,Berkah Prima Perkasa Tbk.,PT Berkah Prima Perkasa Tbk,146,High Risk,High Risk,0,0.90230995,0.048156686,0.049533356,0.90230995,0.8527766,0.35288294863063857,False,False,False,False
G328.JK,Company G328in Electronics & Computer Distribution,GLVA.JK,Galva Technologies Tbk.,PT Galva Technologies Tbk,327,High Risk,High Risk,0,0.90230995,0.048156686,0.049533356,0.90230995,0.8527766,0.35288294863063857,False,False,False,False
F891.JK,Company F891in ,,,,890,High Risk,High Risk,0,0.90230995,0.048156686,0.049533356,0.90230995,0.8527766,0.35288294863063857,False,False,False,False
G910.JK,Company G910in ,GOTOM.JK,,,909,High Risk,High Risk,0,0.90230995,0.048156686,0.049533356,0.90230995,0.8527766,0.35288294863063857,False,False,False,False
B144.JK,Company B144in Building Materials,BLES.JK,Superior Prima Sukses Tbk.,,143,High Risk,High Risk,0,0.89984995,0.039315954,0.06083407,0.89984995,0.8390159,0.357270183367436,False,False,False,False
L485.JK,Company L485in Insurance - Life,LIFE.JK,MSIG Life Insurance Indonesia T,PT MSIG Life Insurance Indonesia Tbk,484,High Risk,High Risk,0,0.89921415,0.039468333,0.061317537,0.89921415,0.8378966,0.3588877266059955,False,False,False,False
S770.JK,Company S770in Paper & Paper Products,SPMA.JK,Suparma Tbk,PT Suparma Tbk,769,High Risk,High Risk,0,0.89921415,0.039468333,0.061317537,0.89921415,0.8378966,0.3588877266059955,False,False,False,False
A068.JK,Company A068in Specialty Business Services,ASGR.JK,Astra Graphia Tbk,PT Astra Graphia Tbk,67,High Risk,High Risk,0,0.89869905,0.039670028,0.06163091,0.89869905,0.83706814,0.36022634753324373,False,False,False,False
S732.JK,Company S732in Thermal Coal,SGER.JK,Sumber Global Energy Tbk.,PT Sumber Global Energy Tbk,731,High Risk,High Risk,0,0.89869905,0.039670028,0.06163091,0.89869905,0.83706814,0.36022634753324373,False,False,False,False
N590.JK,Company N590in Packaged Foods,NAYZ.JK,Hassana Boga Sejahtera Tbk.,PT Hassana Boga Sejahtera Tbk,589,High Risk,High Risk,0,0.89867383,0.039155632,0.062170513,0.89867383,0.8365033,0.3600763610073499,False,False,False,False
A036.JK,Company A036in Insurance - Property & Casualty,AMAG.JK,Asuransi Multi Artha Guna Tbk,PT Asuransi Multi Artha Guna Tbk,35,High Risk,High Risk,0,0.8980023,0.039415143,0.06258256,0.8980023,0.8354198,0.3618160310933636,False,False,False,False
A065.JK,Company A065in Banks - Regional,ARTO.JK,Bank Jago Tbk.,PT Bank Jago Tbk,64,High Risk,High Risk,0,0.8980023,0.039415143,0.06258256,0.8980023,0.8354198,0.3618160310933636,False,False,False,False
B151.JK,Company B151in Banks - Regional,BMRI.JK,Bank Mandiri (Persero) Tbk,PT Bank Mandiri (Persero) Tbk,150,High Risk,High Risk,0,0.8980023,0.039415143,0.06258256,0.8980023,0.8354198,0.3618160310933636,False,False,False,False
I393.JK,Company I393in Packaged Foods,INDF.JK,Indofood Sukses Makmur Tbk,PT Indofood Sukses Makmur Tbk,392,High Risk,High Risk,0,0.8980023,0.039415143,0.06258256,0.8980023,0.8354198,0.3618160310933636,False,False,False,False
P625.JK,Company P625in Capital Markets,PANS.JK,Panin Sekuritas Tbk,PT Panin Sekuritas Tbk,624,High Risk,High Risk,0,0.8980023,0.039415143,0.06258256,0.8980023,0.8354198,0.3618160310933636,False,False,False,False
C234.JK,Company C234in Farm Products,CSRA.JK,Cisadane Sawit Raya Tbk.,PT Cisadane Sawit Raya Tbk,233,High Risk,High Risk,0,0.89775497,0.042582948,0.059662137,0.89775497,0.8380928,0.36357300836033585,False,False,False,False
A080.JK,Company A080in Information Technology Services,ATIC.JK,Anabatic Technologies Tbk.,PT Anabatic Technologies Tbk,79,High Risk,High Risk,0,0.8974818,0.039616298,0.06290195,0.8974818,0.8345798,0.36316143383133226,False,False,False,False
N593.JK,Company N593in Farm Products,NEST.JK,Esta Indonesia Tbk.,,592,High Risk,High Risk,0,0.8974818,0.039616298,0.06290195,0.8974818,0.8345798,0.36316143383133226,False,False,False,False
M548.JK,Company M548in Oil & Gas Equipment & Services,MKAP.JK,Multikarya Asia Pasifik Raya Tb,,547,High Risk,High Risk,0,0.8947794,0.038885295,0.06633527,0.8947794,0.8284441,0.3692982943522809,False,False,False,False
R703.JK,Company R703in Oil & Gas Equipment & Services,RGAS.JK,Kian Santang Muliatama Tbk.,,702,High Risk,High Risk,0,0.8947794,0.038885295,0.06633527,0.8947794,0.8284441,0.3692982943522809,False,False,False,False
D276.JK,Company D276in Entertainment,DYAN.JK,Dyandra Media International Tbk,PT Dyandra Media International Tbk,275,High Risk,High Risk,0,0.8946209,0.038943887,0.06643523,0.8946209,0.8281857,0.36970211048982027,False,False,False,False
L494.JK,Company L494in Insurance - Diversified,LPGI.JK,Lippo General Insurance Tbk,PT Lippo General Insurance Tbk,493,High Risk,High Risk,0,0.8946209,0.038943887,0.06643523,0.8946209,0.8281857,0.36970211048982027,False,False,False,False
N596.JK,Company N596in Other Industrial Metals & Mining,NICE.JK,Adhi Kartiko Pratama Tbk.,,595,High Risk,High Risk,0,0.8946209,0.038943887,0.06643523,0.8946209,0.8281857,0.36970211048982027,False,False,False,False
S756.JK,Company S756in Specialty Chemicals,SMLE.JK,Sinergi Multi Lestarindo Tbk.,,755,High Risk,High Risk,0,0.89059144,0.043913394,0.065495156,0.89059144,0.8250963,0.38136348827814537,False,False,False,False
B115.JK,Company B115in Real Estate - Development,BCIP.JK,Bumi Citra Permai Tbk.,PT Bumi Citra Permai Tbk,114,High Risk,High Risk,0,0.88761896,0.050014492,0.06236658,0.88761896,0.82525235,0.3902023849535845,False,False,False,False
D270.JK,Company D270in Farm Products,DSFI.JK,Dharma Samudera Fishing Industr,PT Dharma Samudera Fishing Industries Tbk,269,High Risk,High Risk,0,0.8869196,0.040529747,0.07255068,0.8869196,0.81436896,0.3883924010540211,False,False,False,False
A069.JK,Company A069in Farm Products,ASHA.JK,Cilacap Samudera Fishing Indust,PT Cilacap Samudera Fishing Industry Tbk,68,High Risk,High Risk,0,0.8866693,0.04033336,0.07299737,0.8866693,0.8136719,0.3888570364701016,False,False,False,False
B090.JK,Company B090in Banks - Regional,BACA.JK,Bank Capital Indonesia Tbk.,PT Bank Capital Indonesia Tbk,89,High Risk,High Risk,0,0.8864853,0.03801204,0.075502716,0.8864853,0.8109826,0.3879210652089488,False,False,False,False
D262.JK,Company D262in Banks - Regional,DNAR.JK,Bank Oke Indonesia Tbk.,PT Bank Oke Indonesia Tbk,261,High Risk,High Risk,0,0.8864853,0.03801204,0.075502716,0.8864853,0.8109826,0.3879210652089488,False,False,False,False
I380.JK,Company I380in Packaging & Containers,IGAR.JK,Champion Pacific Indonesia Tbk.,PT Champion Pacific Indonesia Tbk,379,High Risk,High Risk,0,0.8864853,0.03801204,0.075502716,0.8864853,0.8109826,0.3879210652089488,False,False,False,False
S757.JK,Company S757in Insurance - Diversified,SMMA.JK,Sinarmas Multiartha Tbk.,PT Sinar Mas Multiartha Tbk,756,High Risk,High Risk,0,0.8859734,0.03856745,0.07545912,0.8859734,0.8105143,0.38941173433254983,False,False,False,False
B126.JK,Company B126in Credit Services,BFIN.JK,BFI Finance  Indonesia Tbk,PT BFI Finance Indonesia Tbk,125,High Risk,High Risk,0,0.88558674,0.03797351,0.07643977,0.88558674,0.809147,0.3899057756799143,False,False,False,False
B143.JK,Company B143in Banks - Regional,BKSW.JK,Bank QNB Indonesia Tbk.,PT Bank QNB Indonesia Tbk,142,High Risk,High Risk,0,0.88558674,0.03797351,0.07643977,0.88558674,0.809147,0.3899057756799143,False,False,False,False
B157.JK,Company B157in Banks - Regional,BNII.JK,Bank Maybank Indonesia Tbk.,PT Bank Maybank Indonesia Tbk,156,High Risk,High Risk,0,0.88558674,0.03797351,0.07643977,0.88558674,0.809147,0.3899057756799143,False,False,False,False
I915.JK,Company I915in ,IIKP.JK,"IIKP.JK,0P0000EKWR,0",PT Inti Agri Resources Tbk,914,High Risk,High Risk,0,0.88558674,0.03797351,0.07643977,0.88558674,0.809147,0.3899057756799143,False,False,False,False
N605.JK,Company N605in Engineering & Construction,NRCA.JK,Nusa Raya Cipta Tbk.,PT Nusa Raya Cipta Tbk,604,High Risk,High Risk,0,0.88539934,0.038761638,0.07583906,0.88539934,0.8095603,0.3908160031875722,False,False,False,False
A043.JK,Company A043in Asset Management,AMOR.JK,Ashmore Asset Management Indone,PT Ashmore Asset Management Indonesia Tbk,42,High Risk,High Risk,0,0.88501096,0.038164623,0.07682447,0.88501096,0.8081865,0.3913099902804508,False,False,False,False
K463.JK,Company K463in Food Distribution,KMDS.JK,Kurniamitra Duta Sentosa Tbk.,"PT Kurniamitra Duta Sentosa, Tbk",462,High Risk,High Risk,0,0.8848943,0.047649823,0.0674558,0.8848943,0.8174385,0.3960735070032625,False,False,False,False
J427.JK,Company J427in Information Technology Services,JATI.JK,Informasi Teknologi Indonesia T,PT Informasi Teknologi Indonesia Tbk,426,High Risk,High Risk,0,0.883325,0.039070286,0.07760468,0.883325,0.8057203,0.3956225708448373,False,False,False,False
D251.JK,Company D251in Engineering & Construction,DGIK.JK,Nusa Konstruksi Enjiniring Tbk.,PT Nusa Konstruksi Enjiniring Tbk,250,High Risk,High Risk,0,0.88311017,0.037694477,0.079195306,0.88311017,0.80391484,0.3952016645442824,False,False,False,False
O612.JK,Company O612in Packaged Foods,OILS.JK,Indo Oil Perkasa Tbk.,PT Indo Oil Perkasa Tbk,611,High Risk,High Risk,0,0.8825855,0.037567552,0.079846926,0.8825855,0.8027386,0.3962647811928225,False,False,False,False
P670.JK,Company P670in Packaged Foods,PSDN.JK,Prasidha Aneka Niaga Tbk,PT Prasidha Aneka Niaga Tbk,669,High Risk,High Risk,0,0.8825855,0.037567552,0.079846926,0.8825855,0.8027386,0.3962647811928225,False,False,False,False
A086.JK,Company A086in Farm Products,AYAM.JK,Janu Putra Sejahtera Tbk.,,85,High Risk,High Risk,0,0.8824349,0.040324807,0.07724025,0.8824349,0.8051947,0.3983573767087291,False,False,False,False
N588.JK,Company N588in Farm Products,NASI.JK,Wahana Inti Makmur Tbk.,PT Wahana Inti Makmur Tbk,587,High Risk,High Risk,0,0.8824349,0.040324807,0.07724025,0.8824349,0.8051947,0.3983573767087291,False,False,False,False
A085.JK,Company A085in Computer Hardware,AXIO.JK,Tera Data Indonusa Tbk.,PT Tera Data Indonusa Tbk,84,High Risk,High Risk,0,0.8813672,0.053198844,0.065433994,0.8813672,0.8159332,0.4057755925472024,False,False,False,False
L479.JK,Company L479in Medical Devices,LABS.JK,UBC Medical Indonesia Tbk.,,478,High Risk,High Risk,0,0.88134116,0.0470683,0.07159051,0.88134116,0.8097507,0.4040916146908252,False,False,False,False
R714.JK,Company R714in Medical Care Facilities,RSGK.JK,Kedoya Adyaraya Tbk.,PT Kedoya Adyaraya Tbk,713,High Risk,High Risk,0,0.88122916,0.03800154,0.08076931,0.88122916,0.80045986,0.39952108117387514,False,False,False,False
V859.JK,Company V859in Asset Management,VICO.JK,Victoria Investama Tbk.,PT Victoria Investama Tbk,858,High Risk,High Risk,0,0.88122916,0.03800154,0.08076931,0.88122916,0.80045986,0.39952108117387514,False,False,False,False
P623.JK,Company P623in Real Estate - Development,PANI.JK,Pantai Indah Kapuk Dua Tbk.,PT Pantai Indah Kapuk Dua Tbk,622,High Risk,High Risk,0,0.88089025,0.037599724,0.08150995,0.88089025,0.7993803,0.39997730714466223,False,False,False,False
W870.JK,Company W870in Software - Infrastructure,WGSH.JK,Wira Global Solusi Tbk.,PT Wira Global Solusi Tbk,869,High Risk,High Risk,0,0.8806565,0.03769861,0.08164486,0.8806565,0.7990116,0.40055321851104414,False,False,False,False
O610.JK,Company O610in Packaged Foods,OBAT.JK,Brigit Biofarmaka Teknologi Tbk,,609,High Risk,High Risk,0,0.880257,0.03746844,0.082274556,0.880257,0.79798245,0.4012532370136105,False,False,False,False
W867.JK,Company W867in Packaged Foods,WAPO.JK,Wahana Pronatural Tbk.,PT Wahana Pronatural Tbk,866,High Risk,High Risk,0,0.880257,0.03746844,0.082274556,0.880257,0.79798245,0.4012532370136105,False,False,False,False
B098.JK,Company B098in Building Materials,BATR.JK,Benteng Api Technic Tbk.,,97,High Risk,High Risk,0,0.8798815,0.037943423,0.08217505,0.8798815,0.7977064,0.402400529496813,False,False,False,False
C217.JK,Company C217in Specialty Chemicals,CLPI.JK,Colorpak Indonesia Tbk,PT Colorpak Indonesia Tbk,216,High Risk,High Risk,0,0.8798815,0.037943423,0.08217505,0.8798815,0.7977064,0.402400529496813,False,False,False,False
B114.JK,Company B114in Banks - Regional,BCIC.JK,Bank JTrust Indonesia Tbk.,PT Bank JTrust Indonesia Tbk,113,High Risk,High Risk,0,0.87947977,0.037711646,0.08280859,0.87947977,0.79667115,0.40310160596185174,False,False,False,False
B148.JK,Company B148in Banks - Regional,BMAS.JK,Bank Maspion Indonesia Tbk.,PT Bank Maspion Indonesia Tbk,147,High Risk,High Risk,0,0.87947977,0.037711646,0.08280859,0.87947977,0.79667115,0.40310160596185174,False,False,False,False
M516.JK,Company M516in Banks - Regional,MAYA.JK,Bank Mayapada Internasional Tbk,PT Bank Mayapada Internasional Tbk,515,High Risk,High Risk,0,0.87947977,0.037711646,0.08280859,0.87947977,0.79667115,0.40310160596185174,False,False,False,False
N602.JK,Company N602in Banks - Regional,NISP.JK,Bank OCBC NISP Tbk,PT Bank OCBC NISP Tbk,601,High Risk,High Risk,0,0.87947977,0.037711646,0.08280859,0.87947977,0.79667115,0.40310160596185174,False,False,False,False
R694.JK,Company R694in Department Stores,RALS.JK,Ramayana Lestari Sentosa Tbk,PT Ramayana Lestari Sentosa Tbk,693,High Risk,High Risk,0,0.87947977,0.037711646,0.08280859,0.87947977,0.79667115,0.40310160596185174,False,False,False,False
M542.JK,Company M542in Household & Personal Products,MICE.JK,Multi Indocitra Tbk,PT Multi Indocitra Tbk,541,High Risk,High Risk,0,0.8794189,0.037218332,0.08336273,0.8794189,0.79605615,0.40287463232065923,False,False,False,False
W869.JK,Company W869in Railroads,WEHA.JK,WEHA Transportasi Indonesia Tbk,PT WEHA Transportasi Indonesia Tbk,868,High Risk,High Risk,0,0.8794189,0.037218332,0.08336273,0.8794189,0.79605615,0.40287463232065923,False,False,False,False
C198.JK,Company C198in Insurance - Life,CASA.JK,Capital Financial Indonesia Tbk,PT Capital Financial Indonesia Tbk,197,High Risk,High Risk,0,0.8788774,0.037900124,0.083222464,0.8788774,0.79565495,0.4045304792261679,False,False,False,False
T832.JK,Company T832in Capital Markets,TRIM.JK,Trimegah Sekuritas Indonesia Tb,PT Trimegah Sekuritas Indonesia Tbk,831,High Risk,High Risk,0,0.8788774,0.037900124,0.083222464,0.8788774,0.79565495,0.4045304792261679,False,False,False,False
I375.JK,Company I375in Oil & Gas Equipment & Services,ICON.JK,Island Concepts Indonesia Tbk.,PT Island Concepts Indonesia Tbk,374,High Risk,High Risk,0,0.8788177,0.03585553,0.08532685,0.8788177,0.7934908,0.40311969983285395,False,False,False,False
M560.JK,Company M560in Software - Infrastructure,MPIX.JK,Mitra Pedagang Indonesia Tbk.,,559,High Risk,High Risk,0,0.8786266,0.03739904,0.083974406,0.8786266,0.79465216,0.40470379518094013,False,False,False,False
T797.JK,Company T797in Packaged Foods,TAYS.JK,Jaya Swarasa Agung Tbk.,PT Jaya Swarasa Agung Tbk,796,High Risk,High Risk,0,0.8786266,0.03739904,0.083974406,0.8786266,0.79465216,0.40470379518094013,False,False,False,False
A071.JK,Company A071in Insurance - Property & Casualty,ASJT.JK,Asuransi Jasa Tania Tbk,PT Asuransi Jasa Tania Tbk,70,High Risk,High Risk,0,0.8786053,0.040149808,0.08124488,0.8786053,0.7973604,0.4066437728283934,False,False,False,False
A004.JK,Company A004in Publishing,ABBA.JK,Mahaka Media Tbk.,PT Mahaka Media Tbk,3,High Risk,High Risk,0,0.8780324,0.036087885,0.08587979,0.8780324,0.7921526,0.4049674448545089,False,False,False,False
S751.JK,Company S751in Other Industrial Metals & Mining,SMGA.JK,Sumber Mineral Global Abadi Tbk,,750,High Risk,High Risk,0,0.8780324,0.036087885,0.08587979,0.8780324,0.7921526,0.4049674448545089,False,False,False,False
B128.JK,Company B128in Insurance - Life,BHAT.JK,Bhakti Multi Artha Tbk.,PT Bhakti Multi Artha Tbk,127,High Risk,High Risk,0,0.87790954,0.03792889,0.0841616,0.87790954,0.79374796,0.4066224236882454,False,False,False,False
A072.JK,Company A072in Auto & Truck Dealerships,ASLC.JK,Autopedia Sukses Lestari Tbk.,PT Autopedia Sukses Lestari Tbk,71,High Risk,High Risk,0,0.8778402,0.037641343,0.08451846,0.8778402,0.7933217,0.40656005815686,False,False,False,False
J434.JK,Company J434in Insurance - Life,JMAS.JK,Asuransi Jiwa Syariah Jasa Mitr,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,433,High Risk,High Risk,0,0.8778402,0.037641343,0.08451846,0.8778402,0.7933217,0.40656005815686,False,False,False,False
M549.JK,Company M549in Communication Equipment,MKNT.JK,Mitra Komunikasi Nusantara Tbk.,PT Mitra Komunikasi Nusantara Tbk,548,High Risk,High Risk,0,0.8778402,0.037641343,0.08451846,0.8778402,0.7933217,0.40656005815686,False,False,False,False
P684.JK,Company P684in Restaurants,PTSP.JK,Pioneerindo Gourmet Internation,PT Pioneerindo Gourmet International Tbk,683,High Risk,High Risk,0,0.8778402,0.037641343,0.08451846,0.8778402,0.7933217,0.40656005815686,False,False,False,False
C225.JK,Company C225in Thermal Coal,COAL.JK,Black Diamond Resources Tbk.,PT Black Diamond Resources Tbk,224,High Risk,High Risk,0,0.8776576,0.04537213,0.07697032,0.8776576,0.80068725,0.4116469587420663,False,False,False,False
K445.JK,Company K445in Entertainment,KBLV.JK,First Media Tbk.,PT First Media Tbk,444,High Risk,High Risk,0,0.8774734,0.03670151,0.085825115,0.8774734,0.79164827,0.4066296124076091,False,False,False,False
W883.JK,Company W883in Oil & Gas Equipment & Services,WOWS.JK,Ginting Jaya Energi Tbk.,PT Ginting Jaya Energi Tbk,882,High Risk,High Risk,0,0.8772816,0.037102792,0.085615575,0.8772816,0.79166603,0.40734343867680234,False,False,False,False
B183.JK,Company B183in Food Distribution,BUAH.JK,Segar Kumala Indonesia Tbk.,PT Segar Kumala Indonesia Tbk,182,High Risk,High Risk,0,0.87723076,0.037829116,0.08494005,0.87723076,0.7922907,0.40799503505082463,False,False,False,False
I414.JK,Company I414in Packaged Foods,IPPE.JK,Indo Pureco Pratama Tbk.,PT Indo Pureco Pratama Tbk,413,High Risk,High Risk,0,0.87723076,0.037829116,0.08494005,0.87723076,0.7922907,0.40799503505082463,False,False,False,False
M567.JK,Company M567in Insurance - Reinsurance,MREI.JK,Maskapai Reasuransi Indonesia T,PT Maskapai Reasuransi Indonesia Tbk,566,High Risk,High Risk,0,0.87710035,0.03715761,0.08574207,0.87710035,0.7913583,0.407769010863133,False,False,False,False
I382.JK,Company I382in Farm Products,IKAN.JK,Era Mandiri Cemerlang Tbk.,PT Era Mandiri Cemerlang Tbk,381,High Risk,High Risk,0,0.87662905,0.038005896,0.08536508,0.87662905,0.791264,0.4094025591749928,False,False,False,False
B113.JK,Company B113in Financial Conglomerates,BCAP.JK,MNC Kapital Indonesia Tbk.,PT MNC Kapital Indonesia Tbk,112,High Risk,High Risk,0,0.8764878,0.037342805,0.086169414,0.8764878,0.79031837,0.4092048558288698,False,False,False,False
A066.JK,Company A066in Insurance - Diversified,ASBI.JK,Asuransi Bintang Tbk,PT Asuransi Bintang Tbk,65,High Risk,High Risk,0,0.87602943,0.037439752,0.08653084,0.87602943,0.78949857,0.41024553824754656,False,False,False,False
D243.JK,Company D243in Telecom Services,DATA.JK,Remala Abadi Tbk.,,242,High Risk,High Risk,0,0.87512046,0.036578357,0.08830117,0.87512046,0.7868193,0.4114780102733981,False,False,False,False
B088.JK,Company B088in Banks - Regional,BABP.JK,Bank MNC Internasional Tbk.,PT Bank MNC Internasional Tbk,87,High Risk,High Risk,0,0.87492704,0.036363486,0.08870947,0.87492704,0.7862176,0.4117080221657934,False,False,False,False
G330.JK,Company G330in Real Estate - Development,GMTD.JK,Gowa Makassar Tourism Developme,PT Gowa Makassar Tourism Development Tbk,329,High Risk,High Risk,0,0.8745065,0.047525443,0.077968106,0.8745065,0.79653835,0.41960701412986184,False,False,False,False
A067.JK,Company A067in Insurance - Diversified,ASDM.JK,Asuransi Dayin MitraTbk,PT Asuransi Dayin Mitra Tbk,66,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
A074.JK,Company A074in Insurance - Property & Casualty,ASMI.JK,Asuransi Maximus Graha Persada ,PT Asuransi Maximus Graha Persada Tbk,73,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
B094.JK,Company B094in Banks - Regional,BANK.JK,Bank Aladin Syariah Tbk.,PT Bank Aladin Syariah Tbk,93,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
B104.JK,Company B104in Credit Services,BBLD.JK,Buana Finance Tbk,PT Buana Finance Tbk,103,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
B154.JK,Company B154in Banks - Regional,BNBA.JK,Bank Bumi Arta Tbk,PT Bank Bumi Arta Tbk,153,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
B164.JK,Company B164in Credit Services,BPFI.JK,Woori Finance Indonesia Tbk.,PT Woori Finance Indonesia Tbk,163,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
B178.JK,Company B178in Banks - Regional,BSWD.JK,Bank Of India Indonesia Tbk.,PT Bank of India Indonesia Tbk,177,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
I402.JK,Company I402in Banks - Regional,INPC.JK,Bank Artha Graha Internasional ,PT Bank Artha Graha Internasional Tbk,401,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
K469.JK,Company K469in Specialty Retail,KONI.JK,Perdana Bangun Pusaka Tbk,PT Perdana Bangun Pusaka Tbk,468,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
S766.JK,Company S766in Travel Services,SONA.JK,Sona Topas Tourism Industry Tbk,PT Sona Topas Tourism Industry Tbk,765,High Risk,High Risk,0,0.8740227,0.036087804,0.08988947,0.8740227,0.78413326,0.41335974573038403,False,False,False,False
B127.JK,Company B127in Banks - Regional,BGTG.JK,Bank Ganesha Tbk.,PT Bank Ganesha Tbk,126,High Risk,High Risk,0,0.8738147,0.036317255,0.08986807,0.8738147,0.78394663,0.4139803899202781,False,False,False,False
B133.JK,Company B133in Banks - Regional,BINA.JK,Bank Ina Perdana Tbk.,PT Bank Ina Perdana Tbk,132,High Risk,High Risk,0,0.8738147,0.036317255,0.08986807,0.8738147,0.78394663,0.4139803899202781,False,False,False,False
A077.JK,Company A077in Insurance - Property & Casualty,ASRM.JK,Asuransi Ramayana Tbk,PT Asuransi Ramayana Tbk,76,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
D244.JK,Company D244in Specialty Retail,DAYA.JK,Duta Intidaya Tbk.,PT Duta Intidaya Tbk,243,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
D275.JK,Company D275in Thermal Coal,DWGL.JK,Dwi Guna Laksana Tbk.,PT Dwi Guna Laksana Tbk,274,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
E292.JK,Company E292in Specialty Retail,ERAA.JK,Erajaya Swasembada Tbk.,PT Erajaya Swasembada Tbk,291,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
F306.JK,Company F306in Thermal Coal,FIRE.JK,Alfa Energi Investama Tbk.,PT Alfa Energi Investama Tbk,305,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
I396.JK,Company I396in Auto Parts,INDS.JK,Indospring Tbk,PT Indospring Tbk,395,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
K474.JK,Company K474in Asset Management,KREN.JK,Quantum Clovera Investama Tbk.,PT Quantum Clovera Investama Tbk,473,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
